client_id,round_number,hierarchy,num_samples,set,accuracy,loss
f3614_06,2,,168,test,0.0,4.113412857055664
f3644_26,2,,172,test,0.0,4.112646102905273
f3701_44,2,,175,test,0.0,4.102443218231201
f3713_40,2,,173,test,0.0,4.076480865478516
f3726_09,2,,155,test,0.0,4.136758327484131
f3729_27,2,,181,test,0.0,4.125659942626953
f3741_12,2,,159,test,0.0,4.119303226470947
f3756_06,2,,178,test,0.05555555555555555,4.096126556396484
f3757_19,2,,180,test,0.0,4.094801902770996
f3792_21,2,,164,test,0.0,4.122468948364258
f3839_11,2,,153,test,0.0,4.112973213195801
f3841_01,2,,178,test,0.0,4.13166618347168
f3847_24,2,,162,test,0.0,4.089524745941162
f3857_01,2,,175,test,0.0,4.1361517906188965
f3888_32,2,,148,test,0.0,4.113505840301514
f3931_13,2,,155,test,0.0,4.093761444091797
f3987_13,2,,181,test,0.0,4.125504493713379
f3989_21,2,,174,test,0.0,4.116333961486816
f3997_45,2,,169,test,0.0,4.097174167633057
f4008_34,2,,158,test,0.0,4.117496967315674
f4013_32,2,,181,test,0.05263157894736842,4.1083984375
f4038_15,2,,166,test,0.0,4.133274078369141
f4070_43,2,,157,test,0.0,4.132464408874512
f4077_42,2,,167,test,0.0,4.112612724304199
f4090_35,2,,144,test,0.0,4.095644474029541
